CODGEO;POP_MUN;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
34108;22942;53,1;26,4;25;29,6;31,5;0,7;32,3;1,3;3,5;3,4;4814;11562;883;2003;237;1691;356;293;13;4814;665;678;1300;1033;699;439;0
34142;7467;53;27,6;25;32;34,6;0,8;38,7;1,6;6,7;6,3;2088;4371;378;1110;113;487;154;115;;1686;210;253;436;362;259;166;0
34145;25006;52;31,4;29,6;25;26,7;1;32,2;2,4;10,7;9,5;5916;14635;1077;2405;379;2055;643;405;36;6281;900;955;1662;1284;899;581;0
34172;272084;52,9;37,1;35,9;18,8;21,3;1,2;52,5;1,5;12,5;11,7;99338;179503;11227;64367;6193;17551;5304;8773;28128;56232;9795;9009;14816;10379;6974;5259;0
34301;44270;53,1;24,1;21,3;37,3;40,6;0,5;45,8;1,4;6;5,8;10765;21484;1965;5931;596;2273;620;590;294;7816;1154;1080;2011;1595;1164;812;0
35236;9114;53,2;27,8;24,7;30,4;34,3;0,7;46,1;1,2;4,1;3,9;2311;4695;352;1337;101;521;169;312;132;1777;198;211;466;427;302;173;0
35238;211373;52,6;38,6;37,8;18,5;21,5;1,3;52,9;1,2;8,9;8,4;72965;128837;6985;49369;4112;12499;3460;8018;23682;39369;6895;6379;10312;7459;4992;3332;0
35288;44919;54,5;23,5;20,7;37,7;41,8;0,5;48,2;0,6;1,8;1,5;10102;20397;1602;5627;502;2371;575;981;537;7477;1091;993;1915;1632;1185;661;0
36044;45209;53,9;28,6;26,1;29,5;32,9;0,8;46,3;1,4;6,9;6,7;10873;23124;2034;5626;693;2520;728;1271;384;9063;1342;1390;2366;1878;1274;813;0
36088;12420;52,9;25,1;22,3;34,4;39,8;0,6;48,3;0,8;3,5;3,4;2623;5274;456;1434;149;584;126;276;;1932;262;267;512;392;311;188;0
37003;13246;51,2;29,4;25,9;31,4;35,3;0,8;38,7;1,5;4,7;5;2546;6136;420;1103;155;868;242;294;41;2570;367;359;693;567;376;208;0
37122;37703;52,9;30,8;29,3;28,6;30,3;0,9;39;2;9,3;8,7;8395;19823;1333;3910;507;2645;840;775;659;8286;1259;1347;2203;1648;1143;686;0
37195;10276;54,4;33,5;32,7;22,3;24,9;1,1;48,1;1,1;7,9;7,7;2766;5395;363;1640;164;599;145;350;477;1864;328;263;476;354;279;164;0
37233;15404;52,7;31,4;30,1;26,8;29,2;1;39,2;2,4;11,9;11;3689;9103;690;1569;206;1224;423;279;69;3983;647;650;1016;810;510;350;0
37261;134803;53,8;34,7;33,7;23,2;26,8;1;54,6;1,2;8,7;8,2;43324;77253;5264;28407;2416;7237;1981;5453;10526;24364;4117;3843;6372;4619;3272;2141;0
38053;27163;53,4;31,7;30,2;23,7;26,9;1,1;42,3;1,9;10,3;9,3;6593;16311;1151;2761;422;2259;729;617;111;7031;1190;1112;1861;1341;941;586;0
38087;5609;51;35,2;33,9;19,1;21;1,6;27,5;2,7;8,7;8,5;1220;3651;215;329;41;635;164;64;;1753;308;344;451;316;207;127;0
38097;4405;49,6;34,1;32,7;19,3;20;1,5;21,9;3,5;9,3;9,7;838;2693;108;187;33;510;145;43;;1310;217;216;341;258;196;82;0
38151;35684;52,4;32,6;30,7;24,7;27,2;1,1;37,4;2,3;13,5;12,5;8452;21178;1464;3572;489;2927;1041;572;331;9299;1589;1507;2384;1809;1143;867;0
38169;22066;52,3;30,5;29,9;23,5;25,8;1;39,4;1,6;13,5;12,6;5033;12013;770;2220;303;1740;467;473;197;4941;849;779;1297;951;671;394;0
38185;160215;51,7;36;35;19,8;23;1,1;51,1;1,2;11,5;11,2;50380;93813;5084;32375;2918;10003;2866;4865;15124;30542;5376;5045;8029;5849;3842;2401;0
38193;16225;51;41,6;40,7;9,3;9,6;3,9;25,9;4,7;6,6;6,2;3707;11257;743;999;154;1811;628;272;11;5588;870;891;1566;1133;699;429;0
38298;6730;52,2;31;29,7;28;31;0,9;34,3;3,1;19,2;17,4;1462;3862;210;587;91;574;242;101;5;1743;280;285;459;334;239;146;0
3829838344;14832;51,7;31,4;29,6;26,8;29,7;1;33,5;3,3;13,7;12,6;2930;8138;447;1056;163;1264;508;198;;3782;544;589;984;791;548;326;0
38317;11133;50,6;34,2;31,6;21,3;24,4;1,3;36,1;2,9;11,7;10,7;2144;5735;383;776;125;860;288;183;13;2597;417;403;669;550;342;216;0
38318;5148;51,6;31,8;30,2;25,1;27,4;1,1;35,3;3,7;12,8;12,8;1196;3222;162;450;94;490;218;76;;1441;232;205;408;277;199;120;0
3831838544;34473;52,3;30,8;28,6;25,5;28,6;1;41,9;2,3;10,1;9,7;8419;20404;1375;3653;580;2811;946;681;;8592;1323;1269;2312;1739;1225;724;0
38416;8086;53,9;25,7;23,5;33,7;37,2;0,6;47,6;1,3;7,7;7,1;1735;3901;313;836;94;492;124;116;8;1577;222;200;411;367;233;144;0
38421;38019;49,5;41,6;38,6;17,5;20,6;1,5;45,1;1,4;15,2;14,9;11436;21541;1059;7351;518;2508;665;836;4648;7088;1262;1207;1996;1314;784;525;0
38544;29325;52,4;30,6;28,3;25,6;28,8;1;43;2;9,7;9,2;7223;17182;1213;3203;486;2321;728;605;268;7151;1091;1064;1904;1462;1026;604;0
38553;18168;50,1;40,5;37,8;14,5;15;2,4;28,6;4,1;8,5;9,1;4622;13323;927;1487;206;2002;771;335;156;6482;972;1018;1800;1333;866;493;0
38563;19988;53,8;28,6;26,4;28,6;31,9;0,8;43,1;0,9;6,6;6,3;4440;10597;828;1947;220;1445;408;393;45;4499;672;681;1182;950;644;370;0
39198;23312;54,3;29,2;27,8;29,1;32,6;0,8;47,7;1,3;8,5;8,1;5624;12056;926;2975;326;1397;446;472;258;4716;623;723;1233;1021;702;414;0
39300;17063;55,5;26,4;23,7;33;38,3;0,6;54,1;1,1;6,3;5,7;4221;8130;690;2489;253;789;236;452;158;2880;429;425;729;630;411;256;0
39478;10346;51,7;27,2;25,8;31,4;33,6;0,7;44,9;1,8;13,2;12,9;1850;4506;250;811;141;648;217;138;;1874;227;270;491;432;295;159;0
40088;20776;55,2;24;22;34,4;38,7;0,5;53,5;0,5;7,4;6,4;5822;10329;951;3649;292;930;182;607;397;3290;510;506;788;639;531;316;0
40192;31334;51,9;27,4;26,6;27,4;30,7;0,7;45,5;1;4,8;4,2;6964;14005;1126;3925;344;1569;388;853;476;5171;769;691;1356;1117;797;441;0
40281;9337;53,3;28,5;26,9;25;27,1;0,9;37,7;0,9;3,7;3,5;1733;4361;335;679;79;640;157;155;32;1908;240;252;519;412;312;173;0
41018;45539;52,6;32,8;30,2;25,3;28,7;1;49,8;2,4;15;13,8;12450;27045;1942;6669;755;3084;1123;1228;1402;10785;1702;1730;2997;2183;1360;813;0
41194;16891;53,5;26,6;25,8;32,8;35,1;0,7;38,9;1,4;8,7;8;3777;8857;598;1720;214;1245;339;349;;3629;505;538;963;760;545;318;0
41269;17121;53;26,6;24,3;34,5;38,5;0,6;45,4;1,9;7,2;6,8;3546;7739;543;1813;248;942;312;395;111;3021;411;435;831;666;444;234;0
42005;9844;52,5;31,5;30,3;25,8;28,5;1;33;2,3;10,9;10,7;1920;5231;279;688;122;831;273;120;14;2354;329;341;639;500;349;196;0
42044;12523;52,9;30,8;29,2;29;32,8;0,9;35,4;2,7;9,7;9,7;2982;7600;393;1262;230;1097;423;190;16;3280;411;528;856;694;477;314;0
4204442183;20412;52,6;32;30,1;27,6;30,7;1;35,7;3,2;12,1;12;4891;12831;623;2029;378;1861;793;297;23;5681;753;945;1530;1165;767;521;0
4210342271;9578;51,9;32,1;29,8;24,5;27,3;1,1;25,5;2,5;4,8;5;2030;5492;283;759;96;892;263;110;;2478;317;404;700;532;330;195;0
42147;15673;53,8;29;26,8;29,3;32,9;0,8;43,2;1,5;4;3,5;3337;7676;510;1597;184;1046;299;328;58;3117;397;447;839;664;508;262;0
42183;7889;52,1;33,7;31,7;25,3;27,3;1,1;36,1;4;15,9;15,5;1909;5231;230;767;148;764;370;107;7;2401;342;417;674;471;290;207;0
42186;14658;52,8;33,2;31,7;24,1;26,4;1,2;37,3;2,6;14,5;13,8;3518;9368;493;1357;232;1436;490;225;17;4173;653;696;1159;812;495;358;0
42187;35507;54,3;28,2;25,6;31,9;36,6;0,7;53,3;1,1;8,6;7,7;9460;18223;1446;5648;553;1813;525;1005;868;6404;1013;991;1634;1290;918;558;0
42207;35308;52,9;30,6;28,1;28;30,6;0,9;36,7;2,7;9,3;9;7689;19613;1112;3155;531;2891;1027;523;72;8504;1201;1275;2259;1823;1206;740;0
42218;172023;52,5;33,3;31,4;25,9;29,1;0,9;48,3;1,9;13,5;12,8;47253;98623;5777;26637;3156;11683;3957;4605;7041;36494;6021;5892;9681;6957;4710;3233;0
43157;18619;53,5;29,5;27,1;28,4;32,3;0,8;53,7;1,1;9,1;8,8;5796;10351;703;3730;390;973;282;840;514;3245;498;477;823;644;497;306;0
44036;11866;53,8;28,2;26,2;32,4;35,6;0,7;42,4;1,4;7,6;6,2;2514;5781;423;1205;157;729;235;272;61;2404;291;312;582;566;420;233;0
44109;292718;52,4;34,8;33,9;18,7;22;1,3;52,2;1,2;7,6;7,1;92106;176924;10019;57155;4967;19965;5568;10249;20566;59999;10927;9780;15643;11404;7490;4755;0
4410944162;336502;52,4;34,3;33,2;19,4;22,6;1,2;50,6;1,2;7,5;6,9;102599;202736;11829;61524;5586;23660;6552;11260;20954;71026;12834;11588;18582;13463;8931;5628;0
44114;24922;51,7;29,8;26,9;27,4;30,2;0,9;33,9;1,3;2,9;3;4981;12913;669;2043;213;2056;553;433;383;5663;810;888;1616;1141;749;459;0
44143;39568;54;31,1;29,2;23,1;26,3;1,1;39,1;0,8;3,8;3,5;9596;23123;1748;4074;474;3300;744;1057;394;9815;1572;1475;2573;2060;1322;813;0
44162;43784;52,6;31,3;28,6;23,8;27,1;1,1;37,9;1,5;6,8;6;10493;25812;1810;4369;619;3695;984;1011;388;11027;1907;1808;2939;2059;1441;873;0
44184;68513;52,2;29,6;26,3;28,4;32,4;0,8;45,5;1,2;5;4,2;16914;36900;2954;8680;732;4548;1210;1531;1057;14763;2168;2289;3854;3122;2105;1225;0
45068;12812;52,3;33;30,6;26,7;28,7;1;34,3;3,5;19,8;17,9;2830;7547;524;1037;219;1050;434;187;20;3432;480;534;931;747;438;302;0
4506845208;27138;53,7;31,1;28,4;27,5;31,2;0,9;47,1;2,4;16,5;14,6;7266;16633;1380;3447;503;1936;729;631;92;6912;1106;1092;1785;1398;894;637;0
450684520845338;33951;53,5;30,1;27,5;28,7;32,1;0,9;44,4;2,3;14,3;12,8;8376;19702;1621;3815;545;2395;871;708;97;8362;1301;1307;2210;1721;1100;723;0
45147;20677;52,4;32,7;31,1;22,8;25,4;1,2;36,5;2,5;12,3;12,3;4243;11623;879;1415;220;1729;574;341;44;5444;913;910;1468;1063;691;399;0
45155;14624;51,3;30;27,7;27,7;30,9;0,9;41,5;3,3;13,9;13,4;2959;7473;451;1274;207;1027;418;221;;3282;439;504;886;724;485;244;0
45208;14326;54,9;29,5;26,5;28,2;33,4;0,8;56,1;1,6;13,5;11,9;4436;9086;856;2410;284;886;295;444;72;3480;626;558;854;651;456;335;0
45234;114375;52,5;34,9;33,3;20,2;22,7;1,2;49,3;2,1;13,4;12,9;30940;66189;4396;16971;1788;7785;2745;3331;5335;25682;4408;4272;6896;5031;3044;2031;0
45252;9039;52,2;32,7;31;26,1;29,2;1;41,6;2,5;14,8;15,1;2116;5211;416;893;148;659;265;161;10;2280;318;344;664;479;290;185;0
45284;19571;51,8;33,9;31,1;21,1;23,2;1,3;35,1;2,8;9,1;8,4;4077;10838;855;1467;197;1558;490;349;92;5028;808;765;1368;1057;665;365;0
45285;16488;51,8;32,5;30,5;24;26,1;1,1;33,3;3,2;13,4;12,9;3433;9797;627;1075;206;1525;531;245;34;4641;779;760;1294;914;544;350;0
45315;5440;51,8;29,8;26,9;31,1;34,6;0,8;34,9;3,4;10,8;10,2;967;2587;157;362;69;379;145;69;8;1171;179;176;334;241;157;84;0
46042;19616;54,7;25,5;22,8;34,4;37,5;0,6;48,2;0,6;6;5,5;5274;10066;866;3089;311;1008;260;590;396;3491;502;503;895;753;547;291;0
47001;34344;53,6;31;29,2;24,5;28,7;0,9;56,4;1,5;9,7;9,3;10177;19133;1641;6176;564;1796;529;1342;780;6611;1114;1041;1714;1300;917;525;0
47157;18028;52,8;26,9;24,6;34;36,6;0,6;44,3;1,3;7,8;7;3754;8008;702;1903;235;914;258;382;94;3113;425;443;795;695;471;284;0
47252;6132;52,3;27,7;26,3;33,9;36,6;0,7;36,2;2,5;13,7;13;1099;2660;153;493;67;386;120;64;31;1108;187;177;308;244;118;74;0
47310;8914;53,4;26,9;25,4;35,5;38,4;0,6;39;1,9;10,9;10,2;1755;4027;332;827;122;474;168;126;8;1687;221;260;452;326;270;158;0
47323;23462;53,3;25,8;23,4;35,5;38,9;0,6;43,8;1,2;5,1;4,6;5196;11083;952;2646;325;1273;326;489;74;4292;617;632;1085;930;640;388;0
49007;150125;53,7;38;36,4;21,7;24,8;1,2;54,3;1,4;7,8;7,3;49755;91226;6092;32416;2574;8673;2624;5688;14028;30235;4922;4733;7738;5882;4165;2795;0
49099;53890;51,9;30,3;29,1;27,4;29,9;0,9;40,3;1,4;6,8;6,5;11274;26876;1560;5327;598;3789;1242;1404;731;11263;1598;1644;2972;2422;1696;931;0
49328;27413;53,2;28,1;26,7;31,5;34,7;0,7;45,1;1,5;3,5;3,3;6378;13204;1011;3608;345;1414;456;748;415;5067;695;731;1319;1101;791;430;0
49353;13125;51,5;34,5;33;19,6;21,9;1,5;32,5;1,5;4,7;4,6;3478;8925;534;1395;208;1341;398;305;63;3888;610;583;1095;721;558;321;0
50025;10183;53,8;26,1;23,1;33,6;38,5;0,6;47,2;0,8;2;1,8;2524;5162;378;1397;157;592;162;321;62;1905;218;252;509;435;307;184;0
50129;80978;51,7;29,5;27,6;25,7;29,1;0,9;42,1;1,2;2,2;2;17055;37905;2677;8336;1015;5027;1234;1527;623;14870;2065;2233;3889;3179;2246;1258;0
50147;8951;52,9;29,2;25,7;30,2;35,1;0,7;49,9;0,8;2,2;2;2286;4247;346;1398;156;386;112;235;79;1450;154;182;367;350;248;149;0
50502;19285;54,4;29,9;26,8;29;32,7;0,8;53,7;1;3,5;3,1;4831;9424;782;2800;264;985;248;558;392;3392;455;505;834;741;532;325;0
51108;44899;51,2;31,3;28,2;23,5;27,5;1;46,2;1,5;5,6;5,5;10566;22641;1939;5447;601;2579;721;1075;659;8911;1418;1458;2331;1774;1239;691;0
51230;23413;53,3;28,5;26,7;26,4;30,2;0,9;47;1,6;7,5;6,9;4847;10609;904;2345;340;1258;358;436;85;4166;598;617;1117;851;597;386;0
51454;182592;52,7;36,1;34,3;20,5;23,4;1,2;49,8;1,5;8,5;8,2;52907;104977;7850;30730;3307;11020;3249;5499;10707;37751;6217;6195;9873;7188;4863;3415;0
51649;13174;53,3;29,8;27,5;28,1;30,5;0,9;44,2;2,4;5,8;5,7;3126;6511;546;1656;264;660;252;211;;2470;321;343;643;550;391;222;0
52121;22560;52,5;29,2;25,8;28;31,6;0,8;47,2;0,9;3,5;3,2;4884;10093;833;2637;283;1131;304;510;262;3796;536;571;967;839;558;325;0
52269;7877;53;26,5;23,6;28,6;32,1;0,7;49,7;1,1;6,3;5,8;1698;3524;260;921;106;411;123;166;;1321;158;196;381;298;177;111;0
52448;25626;52,2;28,7;26,1;27,5;32;0,8;42,7;1,9;5,8;5,9;5930;12646;1007;3068;451;1404;483;419;67;4932;689;720;1296;996;711;520;0
53130;50479;52,5;32,1;29,7;26,1;29,7;0,9;50,3;1,5;6,6;6,1;12541;25975;1820;7236;621;2864;953;1676;1701;9967;1477;1527;2662;1996;1474;831;0
54115;6885;53,3;28,4;26,6;27,7;29,5;0,8;35,8;1,2;4,1;4;1395;3257;285;613;79;418;94;116;9;1359;189;201;343;278;208;140;0
54184;8667;53,5;27,2;25,2;27,6;30,1;0,8;38;1;5,6;5,2;1717;3916;322;761;114;520;121;153;32;1563;238;236;392;335;221;141;0
54215;6773;51,6;29,4;27;26,3;28,3;0,9;31,2;1,3;4,9;4,7;1285;3264;259;490;71;465;107;99;;1437;207;224;351;312;197;146;0
54261;4361;51,5;29,9;28,6;22;24,7;1,1;40,6;2;23,1;22,5;728;1590;136;364;43;185;52;46;16;639;101;90;178;128;79;63;0
54274;9329;52,7;29,9;27,9;25,8;29,3;0,9;45,4;1,4;8,4;7,7;2450;5184;449;1274;154;573;161;241;89;2011;321;310;480;425;272;203;0
54304;14681;52,5;31,8;29,7;25,9;28,8;0,9;47,2;0,9;8,1;7,6;3672;7313;502;2147;196;827;235;318;672;2613;445;430;736;447;330;225;0
5430454357;24477;50,2;32,3;30,9;23,3;26,6;1;46;1,5;10,3;9,2;6535;13388;970;3677;382;1506;461;592;939;4948;815;815;1350;854;633;481;0
54323;14092;53,5;28,8;26,6;25,9;29,6;0,9;44,7;1,6;16,5;15,4;3263;6679;518;1818;194;733;249;201;246;2489;388;371;685;498;343;204;0
54329;19516;52;30;27,2;26,9;31;0,9;42,6;1,9;3;2,8;4653;9922;903;2385;286;1079;310;410;89;3921;503;529;1011;835;603;440;0
543395439554482;121784;52,3;37,1;36,2;19,9;22,8;1,1;56,1;1;8;7,4;42590;71056;4219;29940;2391;6040;1636;4641;13879;20013;3272;3023;5189;3794;2736;1999;0
5435754395;113868;51,6;38,1;37,6;18,7;21,6;1,2;57,2;1,1;9;8,3;41684;68433;3995;29765;2351;5573;1589;4625;14030;18797;3108;2872;4850;3544;2500;1923;0
54382;7946;51,4;32,8;31,2;22;24,3;1,3;30,7;3,5;24,9;24,7;1604;3872;241;759;103;501;221;65;5;1647;241;239;450;351;220;146;0
5439554547;133908;51,9;39,3;38,1;19,2;22;1,2;57,2;1,2;9,5;8,7;49188;81342;4547;35130;2726;6785;2048;5097;17515;22603;3750;3466;5851;4279;2981;2276;0
54431;14792;51,9;31,8;29,9;23,5;26,3;1,1;35,9;2,5;8,4;7,6;2987;7436;550;1238;165;1034;334;245;36;3246;455;502;890;682;451;266;0
54526;8041;52,1;33,4;31,4;21,6;23,8;1,3;30,5;2,7;7,1;6,6;1819;4988;295;619;98;807;223;122;25;2259;336;347;619;468;298;191;0
54528;16128;51,5;31,9;31,4;23,8;26,4;1,1;38,7;2,3;6,7;6,8;3791;8692;735;1744;230;1082;338;339;30;3581;517;525;919;755;527;338;0
55029;15950;52,8;28,2;24,9;28,3;32,8;0,8;51,2;1,5;4,9;4,6;3871;7340;579;2304;275;713;211;368;112;2527;333;345;619;528;440;262;0
55545;17923;53,5;29,7;28,4;27,5;30,5;0,8;47,8;1,5;4,7;4,2;4533;9007;792;2562;268;911;270;440;;3305;493;529;856;649;459;319;0
56007;12946;53,3;28,2;24,8;30;34,2;0,7;51,1;1,1;4,2;4,2;3261;6703;536;1769;183;773;204;296;99;2505;331;337;668;540;404;225;0
56083;15765;52,8;26,6;24,3;29,4;34;0,8;43;0,7;1,3;1;3429;8113;608;1549;151;1121;269;255;24;3421;452;485;905;771;514;294;0
56098;21874;51,9;28,7;25,8;27,9;31,9;0,9;39,6;1,3;3,8;3,5;4963;11780;891;2188;240;1644;411;380;57;4943;689;701;1376;1036;691;450;0
56121;57961;52,7;29,8;27,3;26,6;31,2;0,8;55,2;0,8;6;5,3;16347;31158;2309;9897;870;3271;867;1659;1977;10710;1661;1585;2753;2118;1570;1023;0
56260;53032;54,1;29,2;25,9;31,2;35,4;0,7;51,5;1,1;4,9;4,5;13629;26520;1915;8241;673;2800;852;1558;2110;9459;1326;1415;2379;1993;1408;938;0
57058;7439;51,7;30,6;28,7;26,8;28,1;0,9;29,9;5;21,1;22,7;1566;3773;203;723;129;511;243;58;;1581;234;255;440;308;193;151;0
57160;13434;51,1;25,1;23,2;29,4;33;0,7;35,7;1,5;11,2;10,9;2500;5875;424;1113;192;771;247;168;;2411;348;406;649;454;348;206;0
57206;13965;51,9;32,2;31;23,8;26,1;1,1;26,6;2,8;11,8;12;2639;7170;398;963;163;1115;389;88;6;3243;464;518;880;680;414;287;0
5722457690;7402;51,7;29;27,8;26,5;27,9;0,9;28,9;2,7;8,5;8,5;1275;3295;209;481;95;490;152;73;;1437;197;212;369;281;225;153;0
57227;21596;51,9;29,5;28,7;25,9;27,5;0,9;36,9;2,7;17,4;16,3;5349;11900;842;2641;424;1442;492;332;36;4695;701;714;1220;953;626;481;0
5724057332;20145;52,6;27,9;26,9;29,6;31,5;0,8;35,1;2,6;10,6;9,7;3995;9499;606;1797;282;1310;408;249;;3913;603;629;1043;782;513;343;0
57269;6977;51,8;27;25;25,6;27,9;0,9;28,1;1;4,5;4,6;1185;3012;226;428;67;464;113;62;7;1296;205;226;363;248;153;101;0
57332;6867;52,3;26,8;25,9;31,3;32,7;0,7;31,2;2,7;9,7;9,6;1143;2795;165;488;90;400;125;80;;1163;174;187;328;223;153;98;0
57463;118634;51;33,1;31,2;21,5;24,5;1,1;47,8;1,6;10,9;9,9;33000;63990;4088;19945;1946;7021;2047;2995;5939;22004;3710;3517;5642;4264;2878;1993;0
5746357751;132129;50,9;33;31,2;21,5;24,3;1,1;46,6;1,8;11,2;10,1;36842;73162;4699;21667;2221;8255;2459;3192;5958;25816;4338;4171;6632;4994;3347;2334;0
57606;16126;52,6;25,9;24,8;28,3;30,4;0,7;43;1,6;6,1;5,6;3267;7541;549;1479;220;1019;280;218;80;3047;473;457;785;595;435;302;0
57630;12306;51,4;29,3;25;27,1;31,8;0,8;45,9;1,4;7;7,3;2686;5822;447;1319;202;718;182;243;48;2231;334;307;547;437;363;243;0
57631;21572;51,3;25,8;23,8;27,7;31,3;0,7;44,3;1,6;10,3;9,6;5175;10877;892;2755;318;1210;374;348;143;4161;582;575;1033;921;629;421;0
57672;41627;50,9;27,1;24,8;24,3;28,3;0,9;41,8;1,2;7,5;7,5;6998;15233;1106;3514;418;1960;506;448;188;5879;1027;920;1500;1168;806;458;0
57683;6315;50,7;32,3;30;23,8;25,7;1,1;28;4,5;14;14;1297;3506;195;492;90;520;214;58;;1596;274;263;447;300;183;129;0
57757;15898;51,6;29,1;27,5;23,2;25,1;1;32,2;1,6;6,9;6,9;2713;6654;475;1116;173;949;261;180;76;2823;423;446;744;591;396;223;0
58086;10629;53,5;21,9;19,8;40,1;43,5;0,4;44,5;0,9;4,7;4;1833;3971;305;927;117;484;132;151;;1547;198;226;426;318;236;143;0
58194;34841;53,4;27,8;24,6;32,1;37,1;0,7;52,6;1,2;8,4;7,8;10355;19219;1491;6322;714;1828;545;1039;797;6504;963;951;1661;1369;969;591;0
5900859024;14935;52,1;35;33,7;20,7;22,8;1,4;27,5;3;1,8;1,5;3386;9118;616;1214;242;1314;459;242;;4170;547;642;1123;847;609;402;0
59009;62616;51,6;39;36,4;17,1;19,2;1,6;38,5;2,3;9,4;8,5;17581;37630;2348;9850;779;4604;1585;1165;4357;14670;2196;2305;3892;2907;1988;1382;0
590095935059410;315620;51,7;39,7;38,9;15,3;17,3;1,7;50;1,9;10,2;9,4;108238;200695;11557;70146;6354;20181;6643;10327;31004;65920;10970;10595;17358;12560;8183;6254;0
59014;13092;52,3;35,7;34,5;20,2;22,6;1,4;34,9;4;4,7;3,9;3817;8818;657;1724;363;1073;362;298;102;3615;533;529;943;736;499;375;0
5901459079591125949159606;87438;52;34,9;32,9;21,1;24,4;1,3;41,3;2,6;5,4;4,7;24938;54992;4055;12465;1922;6496;2091;2231;2363;21713;3299;3417;5551;4291;2995;2160;0
59017;25978;51,7;35,3;32,7;20,9;24,3;1,4;38,5;3,2;5,4;4,9;6838;16456;1219;2947;535;2137;684;591;82;7006;1072;1122;1812;1382;968;650;0
590245918559390;10507;52,6;31,3;29,5;25,3;28,4;1;28,9;2,7;2,2;2,2;2384;6131;375;921;187;901;274;138;;2656;371;396;683;555;387;264;0
59028;7369;52,4;33,1;30,5;22,8;26,1;1,2;28,9;3,8;4,6;4,7;1635;4377;284;598;120;633;229;94;7;1987;284;301;524;409;290;179;0
5902859509;13521;51,9;32,2;29,3;23,7;27,1;1,1;27,9;3;3,8;3,8;2760;7489;486;961;197;1116;367;161;;3419;479;510;902;685;518;325;0
590645949159632;19390;51,9;32,3;29,9;23,9;27,6;1,1;30,6;2,6;3,5;3,5;4242;11133;753;1527;345;1617;510;306;;4935;734;773;1315;962;681;470;0
5911259207;16241;52,5;35,3;33,7;21,4;24,2;1,4;28,1;3,8;3,5;3,4;3743;10056;736;1276;311;1420;504;251;;4594;651;750;1195;943;631;424;0
591125920759491;28923;52,1;34,7;32,5;22;25,3;1,3;29,7;3,3;3,4;3,4;6783;17802;1297;2434;562;2490;847;488;;7991;1163;1255;2065;1620;1126;762;0
59122;32852;53,4;31,2;28,9;25,5;29,4;0,9;45;1,8;3,4;3,2;8439;17660;1449;4374;672;1944;570;740;331;6691;947;914;1663;1418;1020;729;0
59139;14789;52,5;33,2;30,9;23,6;26,8;1,1;35,2;2,3;1,7;1,4;3763;8843;777;1697;278;1011;347;287;9;3815;496;528;995;811;565;420;0
59153;9741;52,9;34,1;32;24;28,3;1,2;32,6;3,6;7,8;7,3;2522;5780;442;1215;209;656;254;180;25;2389;360;383;613;443;315;275;0
59155;22015;52,9;29,8;28;25,6;28,7;1;33,8;1,6;1,5;1,2;4283;10830;723;1610;311;1639;399;326;23;4615;629;693;1245;952;657;439;0
59163595125959959650;252476;51,9;38,6;36,7;17,4;19,4;1,8;34;4,8;12,2;11,9;72319;177313;13586;32448;4328;21957;8404;5042;3025;78685;12333;12342;20638;15084;10123;8165;0
5916559178;47711;51,2;32,7;30,8;23;26,5;1,1;41,1;2,1;4,2;3,6;12978;28027;2151;6660;980;3187;1035;1054;1009;10947;1680;1654;2831;2194;1556;1032;0
591725917959361;35315;52,3;38;35,6;19,6;22,4;1,6;30,6;5,3;6,2;5,9;9752;24788;1765;4016;818;3153;1268;687;;11118;1566;1710;2912;2269;1546;1115;0
591725920559361;33565;52,7;38;36;20;22,9;1,6;30,4;5,4;6,3;6,1;9498;24167;1688;3850;842;3118;1216;682;;10781;1601;1708;2767;2184;1467;1054;0
59178;41189;51;33,2;31,4;22,4;26,2;1,1;43,2;2,1;4,6;3,9;11862;24987;1958;6290;915;2699;912;989;1002;9570;1510;1443;2444;1888;1370;915;0
5917859234;47047;51,1;33,3;31,5;22,3;25,9;1,1;41,4;2,2;4,5;3,9;13139;28331;2173;6763;1008;3195;1061;1081;;11050;1726;1660;2848;2167;1592;1057;0
591785956959654;64582;51,5;33,7;31,4;22,2;25,6;1,2;38,5;2,7;4,4;3,9;17547;39747;3030;8384;1386;4747;1615;1385;1019;16165;2519;2410;4129;3219;2296;1592;0
5917859654;48757;51,2;33,9;31,9;22;25,5;1,2;40,8;2,6;4,8;4,2;13691;29931;2304;6948;1062;3377;1190;1110;1008;11868;1837;1773;3044;2370;1690;1154;0
59179;10964;51,5;37;33,6;19,4;21,9;1,6;28,6;3,8;3,9;3,5;2520;6665;473;937;169;941;336;154;;3032;406;422;825;647;420;312;0
59183;89882;52,1;29,6;27,6;25,9;29,1;0,9;40,6;1,7;4;3,6;21038;47137;3551;10092;1556;5839;1713;1601;738;18800;2715;2721;4780;3877;2786;1921;0
59205;9214;52,9;36,6;34,8;20,7;23,5;1,5;27,6;3,8;4;3,7;2266;6044;396;771;193;906;284;149;;2695;441;420;680;562;341;251;0
